[2024-12-22T00:00:01.488+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-22T00:00:01.510+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.521+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.522+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 2
[2024-12-22T00:00:01.544+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): fetch_and_insert_news_all_countries> on 2024-12-21 00:00:00+00:00
[2024-12-22T00:00:01.552+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=27755) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-22T00:00:01.554+0000] {standard_task_runner.py:72} INFO - Started process 27757 to run task
[2024-12-22T00:00:01.556+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'fetch_and_insert_news', 'fetch_and_insert_news_all_countries', 'scheduled__2024-12-21T00:00:00+00:00', '--job-id', '21', '--raw', '--subdir', 'DAGS_FOLDER/snowflake_connector_dag.py', '--cfg-path', '/tmp/tmpy8r22yvf']
[2024-12-22T00:00:01.559+0000] {standard_task_runner.py:105} INFO - Job 21: Subtask fetch_and_insert_news_all_countries
[2024-12-22T00:00:01.621+0000] {task_command.py:467} INFO - Running <TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [running]> on host 4fe538676cbc
[2024-12-22T00:23:02.710+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-04 to 2020-04-05 for JA...
[2024-12-22T00:23:05.573+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:23:10.575+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-05 to 2020-04-06 for JA...
[2024-12-22T00:23:13.310+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:23:18.311+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-06 to 2020-04-07 for JA...
[2024-12-22T00:23:21.021+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:23:26.021+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-07 to 2020-04-08 for JA...
[2024-12-22T00:23:28.728+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:23:33.729+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-08 to 2020-04-09 for JA...
[2024-12-22T00:23:36.721+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:23:41.723+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-09 to 2020-04-10 for JA...
[2024-12-22T00:23:44.705+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:23:49.707+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-10 to 2020-04-11 for JA...
[2024-12-22T00:23:52.404+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:23:57.405+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-11 to 2020-04-12 for JA...
[2024-12-22T00:24:00.206+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:24:05.207+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-12 to 2020-04-13 for JA...
[2024-12-22T00:24:07.848+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:24:12.850+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-13 to 2020-04-14 for JA...
[2024-12-22T00:24:15.598+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:24:20.600+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-14 to 2020-04-15 for JA...
[2024-12-22T00:24:23.476+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:24:28.477+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-15 to 2020-04-16 for JA...
[2024-12-22T00:24:31.173+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:24:36.174+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-16 to 2020-04-17 for JA...
[2024-12-22T00:24:38.887+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:24:43.889+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-17 to 2020-04-18 for JA...
[2024-12-22T00:24:46.515+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:24:51.517+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-18 to 2020-04-19 for JA...
[2024-12-22T00:24:54.387+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:24:59.388+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-19 to 2020-04-20 for JA...
[2024-12-22T00:25:02.063+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:25:07.065+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-20 to 2020-04-21 for JA...
[2024-12-22T00:25:09.775+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:25:14.777+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-21 to 2020-04-22 for JA...
[2024-12-22T00:25:17.554+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:25:22.554+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-22 to 2020-04-23 for JA...
[2024-12-22T00:25:25.817+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:25:30.818+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-23 to 2020-04-24 for JA...
[2024-12-22T00:25:33.571+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:25:38.572+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-24 to 2020-04-25 for JA...
[2024-12-22T00:25:41.710+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:25:46.712+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-25 to 2020-04-26 for JA...
[2024-12-22T00:25:49.689+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:25:54.689+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-26 to 2020-04-27 for JA...
[2024-12-22T00:25:57.493+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:26:02.494+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-27 to 2020-04-28 for JA...
[2024-12-22T00:26:05.435+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:26:10.437+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-28 to 2020-04-29 for JA...
[2024-12-22T00:26:13.046+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:26:18.048+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-29 to 2020-04-30 for JA...
[2024-12-22T00:26:20.800+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:31:25.780+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-04-30 to 2020-05-01 for JA...
[2024-12-22T00:31:28.840+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:31:33.842+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-01 to 2020-05-02 for JA...
[2024-12-22T00:31:36.759+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:31:41.761+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-02 to 2020-05-03 for JA...
[2024-12-22T00:31:44.775+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:31:49.777+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-03 to 2020-05-04 for JA...
[2024-12-22T00:31:52.606+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:31:57.608+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-04 to 2020-05-05 for JA...
[2024-12-22T00:32:00.417+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:32:05.418+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-05 to 2020-05-06 for JA...
[2024-12-22T00:32:08.586+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:32:13.588+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-06 to 2020-05-07 for JA...
[2024-12-22T00:32:16.337+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:32:21.339+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-07 to 2020-05-08 for JA...
[2024-12-22T00:32:24.127+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:32:29.128+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-08 to 2020-05-09 for JA...
[2024-12-22T00:32:32.767+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:32:37.768+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-09 to 2020-05-10 for JA...
[2024-12-22T00:32:40.457+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:32:45.458+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-10 to 2020-05-11 for JA...
[2024-12-22T00:32:48.235+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:32:53.235+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-11 to 2020-05-12 for JA...
[2024-12-22T00:32:55.905+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:33:00.907+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-12 to 2020-05-13 for JA...
[2024-12-22T00:33:03.651+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:33:08.653+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-13 to 2020-05-14 for JA...
[2024-12-22T00:33:11.321+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:33:16.322+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-14 to 2020-05-15 for JA...
[2024-12-22T00:33:18.973+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:33:23.973+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-15 to 2020-05-16 for JA...
[2024-12-22T00:33:26.593+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:33:31.594+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-16 to 2020-05-17 for JA...
[2024-12-22T00:33:34.516+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:33:39.517+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-17 to 2020-05-18 for JA...
[2024-12-22T00:33:42.205+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:33:47.206+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-18 to 2020-05-19 for JA...
[2024-12-22T00:33:50.015+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:33:55.014+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-19 to 2020-05-20 for JA...
[2024-12-22T00:33:57.819+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:34:02.822+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-20 to 2020-05-21 for JA...
[2024-12-22T00:34:05.618+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:34:10.619+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-21 to 2020-05-22 for JA...
[2024-12-22T00:34:13.607+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:34:18.609+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-22 to 2020-05-23 for JA...
[2024-12-22T00:34:21.372+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:34:26.372+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-23 to 2020-05-24 for JA...
[2024-12-22T00:34:29.329+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:34:34.330+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-24 to 2020-05-25 for JA...
[2024-12-22T00:34:37.106+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:34:42.108+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-25 to 2020-05-26 for JA...
[2024-12-22T00:34:44.774+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:34:49.776+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-26 to 2020-05-27 for JA...
[2024-12-22T00:34:52.466+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:34:57.468+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-27 to 2020-05-28 for JA...
[2024-12-22T00:35:00.628+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:35:05.630+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-28 to 2020-05-29 for JA...
[2024-12-22T00:35:08.336+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:35:13.337+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-29 to 2020-05-30 for JA...
[2024-12-22T00:35:16.312+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:40:21.295+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-30 to 2020-05-31 for JA...
[2024-12-22T00:40:24.518+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:40:29.520+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-05-31 to 2020-06-01 for JA...
[2024-12-22T00:40:32.235+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:40:37.236+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-01 to 2020-06-02 for JA...
[2024-12-22T00:40:39.862+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:40:44.863+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-02 to 2020-06-03 for JA...
[2024-12-22T00:40:47.686+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:40:52.685+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-03 to 2020-06-04 for JA...
[2024-12-22T00:40:55.581+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:41:00.583+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-04 to 2020-06-05 for JA...
[2024-12-22T00:41:03.249+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:41:08.251+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-05 to 2020-06-06 for JA...
[2024-12-22T00:41:10.980+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:41:15.981+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-06 to 2020-06-07 for JA...
[2024-12-22T00:41:19.035+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:41:24.035+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-07 to 2020-06-08 for JA...
[2024-12-22T00:41:28.085+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:41:33.086+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-08 to 2020-06-09 for JA...
[2024-12-22T00:41:35.789+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:41:40.790+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-09 to 2020-06-10 for JA...
[2024-12-22T00:41:45.919+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:41:50.920+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-10 to 2020-06-11 for JA...
[2024-12-22T00:41:55.389+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:42:00.390+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-11 to 2020-06-12 for JA...
[2024-12-22T00:42:03.238+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:42:08.239+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-12 to 2020-06-13 for JA...
[2024-12-22T00:42:10.971+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:42:15.973+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-13 to 2020-06-14 for JA...
[2024-12-22T00:42:18.818+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:42:23.818+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-14 to 2020-06-15 for JA...
[2024-12-22T00:42:26.732+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:42:31.733+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-15 to 2020-06-16 for JA...
[2024-12-22T00:42:34.531+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:42:39.532+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-16 to 2020-06-17 for JA...
[2024-12-22T00:42:43.142+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:42:48.144+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-17 to 2020-06-18 for JA...
[2024-12-22T00:42:51.200+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:42:56.199+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-18 to 2020-06-19 for JA...
[2024-12-22T00:43:00.481+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:43:05.483+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-19 to 2020-06-20 for JA...
[2024-12-22T00:43:09.666+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:43:14.667+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-20 to 2020-06-21 for JA...
[2024-12-22T00:43:17.494+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:43:22.494+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-21 to 2020-06-22 for JA...
[2024-12-22T00:43:25.156+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:43:30.158+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-22 to 2020-06-23 for JA...
[2024-12-22T00:43:33.019+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:43:38.021+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-23 to 2020-06-24 for JA...
[2024-12-22T00:43:40.984+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:43:45.985+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-24 to 2020-06-25 for JA...
[2024-12-22T00:43:48.677+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:43:53.676+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-25 to 2020-06-26 for JA...
[2024-12-22T00:43:57.618+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:44:02.619+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-26 to 2020-06-27 for JA...
[2024-12-22T00:44:06.286+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:44:11.288+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-27 to 2020-06-28 for JA...
[2024-12-22T00:44:15.431+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:44:20.432+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-28 to 2020-06-29 for JA...
[2024-12-22T00:44:23.109+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:44:28.110+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-29 to 2020-06-30 for JA...
[2024-12-22T00:44:31.524+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:49:36.505+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-06-30 to 2020-07-01 for JA...
[2024-12-22T00:49:39.522+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:49:44.523+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-07-01 to 2020-07-02 for JA...
[2024-12-22T00:49:47.239+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:49:52.239+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-07-02 to 2020-07-03 for JA...
[2024-12-22T00:49:54.923+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:49:59.924+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-07-03 to 2020-07-04 for JA...
[2024-12-22T00:50:03.764+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:50:08.766+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-07-04 to 2020-07-05 for JA...
[2024-12-22T00:50:11.969+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:50:16.971+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-07-05 to 2020-07-06 for JA...
[2024-12-22T00:50:20.115+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:50:25.114+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-07-06 to 2020-07-07 for JA...
[2024-12-22T00:50:29.139+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:50:34.140+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-07-07 to 2020-07-08 for JA...
[2024-12-22T00:50:36.848+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T00:50:41.849+0000] {logging_mixin.py:190} INFO - Fetching news from 2020-07-08 to 2020-07-09 for JA...
[2024-12-22T00:50:44.632+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
